Date,Open,High,Low,Close,Volume,Adj Close
2007/8/20,1445.94,1479.4,1430.54,1479.37,3053680000,1479.37
2007/8/13,1453.42,1466.29,1370.6,1445.94,4376236000,1445.94
2007/8/6,1433.04,1503.89,1427.39,1453.64,5342306000,1453.64
2007/7/30,1458.93,1488.3,1432.8,1433.06,4510208000,1433.06
2007/7/23,1534.06,1547.23,1458.95,1458.95,4151786000,1458.95
2007/7/16,1552.5,1555.9,1529.2,1534.1,3263540000,1534.1
2007/7/9,1530.43,1555.1,1506.1,1552.5,3066650000,1552.5
2007/7/2,1504.66,1532.4,1504.66,1530.44,2318562500,1530.44
2007/6/25,1502.56,1517.53,1484.18,1503.35,3251210000,1503.35
2007/6/18,1532.9,1537.32,1500.74,1502.56,3217232000,1502.56
